L1,L2,L3,Charge,DOI,Partition Coef logP,Cell Lines ,Localisation,Incubation Time (hours),IC50 (μM)
C[N+](C)(CC1=CC(C2=CC(C[N+](C)(C)C)=CC=N2)=NC=C1)C,C[N+](C)(CC1=CC(C2=CC(C[N+](C)(C)C)=CC=N2)=NC=C1)C,C[N+](C)(CC1=CC(C2=CC(C[N+](C)(C)C)=CC=N2)=NC=C1)C,8,10.1002/anie.201507800,-3.54,HeLa,lysosom,4,470.00
CC[N+](CC)(CC1=CC=NC(C2=NC=CC(C[N+](CC)(CC)CC)=C2)=C1)CC,CC[N+](CC)(CC1=CC=NC(C2=NC=CC(C[N+](CC)(CC)CC)=C2)=C1)CC,CC[N+](CC)(CC1=CC=NC(C2=NC=CC(C[N+](CC)(CC)CC)=C2)=C1)CC,8,10.1002/anie.201507800,-3.05,HeLa,lysosom,4,425.00
CCCC[N+](CCCC)(CC1=CC(C2=CC(C[N+](CCCC)(CCCC)CCCC)=CC=N2)=NC=C1)CCCC,CCCC[N+](CCCC)(CC1=CC(C2=CC(C[N+](CCCC)(CCCC)CCCC)=CC=N2)=NC=C1)CCCC,CCCC[N+](CCCC)(CC1=CC(C2=CC(C[N+](CCCC)(CCCC)CCCC)=CC=N2)=NC=C1)CCCC,8,10.1002/anie.201507800,-1.55,HeLa,lysosom,4,301.00
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,CC1=CC=NC(C2=NC=CC(C(NCCCCCCN)=O)=C2)=C1,2,10.1002/anie.201916400,,HeLa,golgi apparatus,4,13.57
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,CC1=CC=NC(C2=NC=CC(C(NCCCCCCN)=O)=C2)=C1,2,10.1002/anie.201916400,,RPE-1,golgi apparatus,4,4.22
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,O=CC1=CC=NC(C2=NC=CC(C=O)=C2)=C1,2,10.1016/j.bmc.2019.05.011,,HeLa,,,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,O=CC1=CC=NC(C2=NC=CC(C=O)=C2)=C1,2,10.1016/j.bmc.2019.05.011,,RPE-1,,,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(/C=N/CC2=CC=CC=C2)=CC=NC(C3=NC=CC(/C=N/CC4=CC=CC=C4)=C3)=C1,2,10.1016/j.bmc.2019.05.011,,HeLa,,,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(/C=N/CC2=CC=CC=C2)=CC=NC(C3=NC=CC(/C=N/CC4=CC=CC=C4)=C3)=C1,2,10.1016/j.bmc.2019.05.011,,RPE-1,,,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,O=C1C([O-])=C(C)OC=C1,1,10.1002/chem.201904877,,HeLa,nucleus,48,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,O=C1C([O-])=C(C)OC=C1,1,10.1002/chem.201904877,,A2780,nucleus,48,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,O=C1C([O-])=C(C)OC=C1,1,10.1002/chem.201904877,,A2780 cis,nucleus,48,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,O=C1C([O-])=C(C)OC=C1,1,10.1002/chem.201904877,,A2780 ADR,nucleus,48,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,O=C1C([O-])=C(C)OC=C1,1,10.1002/chem.201904877,,CT-26,nucleus,48,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,O=C1C([O-])=C(C)OC=C1,1,10.1002/chem.201904877,,CT-26 LUC,nucleus,48,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,O=C1C([O-])=C(C)OC=C1,1,10.1002/chem.201904877,,RPE-1,nucleus,48,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,NC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201402796,-0.27,HeLa,nucleus,48,>300
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,NC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201402796,-0.27,MRC-5,nucleus,48,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201402796,-0.42,HeLa,nucleus,48,235.5
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201402796,-0.42,MRC-5,nucleus,48,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,CC(OC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5)=O,2,10.1002/chem.201402796,-0.74,HeLa,,48,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,CC(OC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5)=O,2,10.1002/chem.201402796,-0.74,MRC-5,,48,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201402796,-0.45,HeLa,,48,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201402796,-0.45,MRC-5,,48,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OCC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201402796,-0.62,HeLa,,48,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OCC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201402796,-0.62,MRC-5,,48,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,ClCC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201402796,-0.36,HeLa,,48,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,ClCC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201402796,-0.36,MRC-5,,48,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,COC1=CC2=NC3=C(C4=CC=CN=C4C5=C3C=CC=N5)N=C2C=C1OC,2,10.1002/chem.201701392,-0.52,HeLa,nucleus,4,36.5
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,COC1=CC2=NC3=C(C4=CC=CN=C4C5=C3C=CC=N5)N=C2C=C1OC,2,10.1002/chem.201701392,-0.52,MRC-5,nucleus,4,39.2
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,COC1=CC2=NC3=C(C4=CC=CN=C4C5=C3C=CC=N5)N=C2C=C1OC,2,10.1002/chem.201701392,-0.52,HeLa,cytoplasm,4,36.5
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,COC1=CC2=NC3=C(C4=CC=CN=C4C5=C3C=CC=N5)N=C2C=C1OC,2,10.1002/chem.201701392,-0.52,MRC-5,cytoplasm,4,39.2
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,OC1=CC2=NC3=C(N=C2C=C1O)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201701392,-0.20,HeLa,membrane,4,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,OC1=CC2=NC3=C(N=C2C=C1O)C4=CC=CN=C4C5=C3C=CC=N5,2,10.1002/chem.201701392,-0.20,MRC-5,membrane,4,>100
C12=CC=CN=C1C3=C(C=CC=N3)C=C2,C12=CC=CN=C1C3=C(C=CC=N3)C=C2,CN(C)C(C=C1)=CC=C1/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(N(C)C)C=C4)=CC=N3)=NC=C2,2,10.1002/chem.202003486,,HeLa,cytoplasm,4,>100
C12=CC=CN=C1C3=C(C=CC=N3)C=C2,C12=CC=CN=C1C3=C(C=CC=N3)C=C2,CN(C)C(C=C1)=CC=C1/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(N(C)C)C=C4)=CC=N3)=NC=C2,2,10.1002/chem.202003486,,U373,cytoplasm,4,>100
C12=CC=CN=C1C3=C(C=CC=N3)C=C2,C12=CC=CN=C1C3=C(C=CC=N3)C=C2,CN(C)C(C=C1)=CC=C1/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(N(C)C)C=C4)=CC=N3)=NC=C2,2,10.1002/chem.202003486,,RPE-1,cytoplasm,4,>100
C12=CC=CN=C1C3=C(C=CC=N3)C=C2,C12=CC=CN=C1C3=C(C=CC=N3)C=C2,CN(C)C(C=C1)=CC=C1/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(N(C)C)C=C4)=CC=N3)=NC=C2,2,10.1002/chem.202003486,,CT-26,cytoplasm,4,>100
C12=CC=CN=C1C3=C(C=CC=N3)C=C2,C12=CC=CN=C1C3=C(C=CC=N3)C=C2,COC1=CC=C(/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(C=C4)OC)=CC=N3)=NC=C2)C=C1,2,10.1002/chem.202003486,,HeLa,cytoplasm,4,>100
C12=CC=CN=C1C3=C(C=CC=N3)C=C2,C12=CC=CN=C1C3=C(C=CC=N3)C=C2,COC1=CC=C(/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(C=C4)OC)=CC=N3)=NC=C2)C=C1,2,10.1002/chem.202003486,,U373,cytoplasm,4,>100
C12=CC=CN=C1C3=C(C=CC=N3)C=C2,C12=CC=CN=C1C3=C(C=CC=N3)C=C2,COC1=CC=C(/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(C=C4)OC)=CC=N3)=NC=C2)C=C1,2,10.1002/chem.202003486,,RPE-1,cytoplasm,4,>100
C12=CC=CN=C1C3=C(C=CC=N3)C=C2,C12=CC=CN=C1C3=C(C=CC=N3)C=C2,COC1=CC=C(/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(C=C4)OC)=CC=N3)=NC=C2)C=C1,2,10.1002/chem.202003486,,CT-26,cytoplasm,4,>100
C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,CN(C)C1=CC=C(C=C1)/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(N(C)C)C=C4)=CC=N3)=NC=C2,2,10.1002/chem.202003486,,HeLa,cytoplasm,4,10.70
C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,CN(C)C1=CC=C(C=C1)/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(N(C)C)C=C4)=CC=N3)=NC=C2,2,10.1002/chem.202003486,,U373,cytoplasm,4,13.70
C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,CN(C)C1=CC=C(C=C1)/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(N(C)C)C=C4)=CC=N3)=NC=C2,2,10.1002/chem.202003486,,RPE-1,cytoplasm,4,15.60
C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,CN(C)C1=CC=C(C=C1)/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(N(C)C)C=C4)=CC=N3)=NC=C2,2,10.1002/chem.202003486,,CT-26,cytoplasm,4,5.20
C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,COC1=CC=C(/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(C=C4)OC)=CC=N3)=NC=C2)C=C1,2,10.1002/chem.202003486,,HeLa,cytoplasm,4,16.50
C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,COC1=CC=C(/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(C=C4)OC)=CC=N3)=NC=C2)C=C1,2,10.1002/chem.202003486,,U373,cytoplasm,4,18.50
C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,COC1=CC=C(/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(C=C4)OC)=CC=N3)=NC=C2)C=C1,2,10.1002/chem.202003486,,RPE-1,cytoplasm,4,20.80
C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,C12=C(C3=CC=CC=C3)C=CN=C1C4=C(C(C5=CC=CC=C5)=CC=N4)C=C2,COC1=CC=C(/C=C/C2=CC(C3=CC(/C=C/C4=CC=C(C=C4)OC)=CC=N3)=NC=C2)C=C1,2,10.1002/chem.202003486,,CT-26,cytoplasm,4,8.60
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(OC)C1=CC=C(N2CCCC)C(N=C2C3=CC=C(C4=CC=CC=C4)C=C3)=C1,1,10.1039/d3sc01844j,2.43,HT-29,,24,2.0
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(OC)C1=CC=C(N2CCCC)C(N=C2C3=CC=C(C4=CC=CC=C4)C=C3)=C1,1,10.1039/d3sc01844j,2.43,CT-26,,24,0.9
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(OC)C1=CC=C(N2CCCC)C(N=C2C3=CC=C(C4=CC=CC=C4)C=C3)=C1,1,10.1039/d3sc01844j,2.43,HeLa,,24,0.9
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(OC)C1=CC=C(N2CCCC)C(N=C2C3=CC=C(C4=CC=CC=C4)C=C3)=C1,1,10.1039/d3sc01844j,2.43,A2780,,24,0.7
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,OC(C1=CC=C(N2CCCC)C(N=C2C3=CC=C(C4=CC=CC=C4)C=C3)=C1)=O,1,10.1039/d3sc01844j,2.43,HT-29,,24,2.0
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,OC(C1=CC=C(N2CCCC)C(N=C2C3=CC=C(C4=CC=CC=C4)C=C3)=C1)=O,1,10.1039/d3sc01844j,2.43,CT-26,,24,0.9
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,OC(C1=CC=C(N2CCCC)C(N=C2C3=CC=C(C4=CC=CC=C4)C=C3)=C1)=O,1,10.1039/d3sc01844j,2.43,HeLa,,24,0.9
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,OC(C1=CC=C(N2CCCC)C(N=C2C3=CC=C(C4=CC=CC=C4)C=C3)=C1)=O,1,10.1039/d3sc01844j,2.43,A2780,,24,0.7
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(NCCCNC(C[N+]1=CC=C(/C(C#N)=C2OC(C(CCC3)=C(N3CCC4)C4=C5)=C5C(C(F)(F)F)=C\2)C=C1)=O)C6=CC=C(N7CCCC)C(N=C7C8=CC=C(C9=CC=CC=C9)C=C8)=C6,1,10.1039/d3sc01844j,0.68,HT-29,cytoplasm,24,>300
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(NCCCNC(C[N+]1=CC=C(/C(C#N)=C2OC(C(CCC3)=C(N3CCC4)C4=C5)=C5C(C(F)(F)F)=C\2)C=C1)=O)C6=CC=C(N7CCCC)C(N=C7C8=CC=C(C9=CC=CC=C9)C=C8)=C6,1,10.1039/d3sc01844j,0.68,CT-26,cytoplasm,24,>300
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(NCCCNC(C[N+]1=CC=C(/C(C#N)=C2OC(C(CCC3)=C(N3CCC4)C4=C5)=C5C(C(F)(F)F)=C\2)C=C1)=O)C6=CC=C(N7CCCC)C(N=C7C8=CC=C(C9=CC=CC=C9)C=C8)=C6,1,10.1039/d3sc01844j,0.68,HeLa,cytoplasm,24,>300
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(NCCCNC(C[N+]1=CC=C(/C(C#N)=C2OC(C(CCC3)=C(N3CCC4)C4=C5)=C5C(C(F)(F)F)=C\2)C=C1)=O)C6=CC=C(N7CCCC)C(N=C7C8=CC=C(C9=CC=CC=C9)C=C8)=C6,1,10.1039/d3sc01844j,0.68,A2780,cytoplasm,24,101.00
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(NCCCNC(C[N+]1=CC=C(/C(C#N)=C2OC(C(CCC3)=C(N3CCC4)C4=C5)=C5C(C(F)(F)F)=C\2)C=C1)=O)C6=CC=C(N7CCCC)C(N=C7C8=CC=C(C9=CC=CC=C9)C=C8)=C6,1,10.1039/d3sc01844j,0.68,HT-29,membrane,24,>300
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(NCCCNC(C[N+]1=CC=C(/C(C#N)=C2OC(C(CCC3)=C(N3CCC4)C4=C5)=C5C(C(F)(F)F)=C\2)C=C1)=O)C6=CC=C(N7CCCC)C(N=C7C8=CC=C(C9=CC=CC=C9)C=C8)=C6,1,10.1039/d3sc01844j,0.68,CT-26,membrane,24,>300
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(NCCCNC(C[N+]1=CC=C(/C(C#N)=C2OC(C(CCC3)=C(N3CCC4)C4=C5)=C5C(C(F)(F)F)=C\2)C=C1)=O)C6=CC=C(N7CCCC)C(N=C7C8=CC=C(C9=CC=CC=C9)C=C8)=C6,1,10.1039/d3sc01844j,0.68,HeLa,membrane,24,>300
C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=CC=N3)=C4C=CC=N1,O=C(NCCCNC(C[N+]1=CC=C(/C(C#N)=C2OC(C(CCC3)=C(N3CCC4)C4=C5)=C5C(C(F)(F)F)=C\2)C=C1)=O)C6=CC=C(N7CCCC)C(N=C7C8=CC=C(C9=CC=CC=C9)C=C8)=C6,1,10.1039/d3sc01844j,0.68,A2780,membrane,24,101.00
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OCC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=NC=CC=C53,2,10.1039/c9sc05976h,,HeLa,,4,>500
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OCC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=NC=CC=C53,2,10.1039/c9sc05976h,,HeLa,,24,>500
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OCC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=NC=CC=C53,2,10.1039/c9sc05976h,,HeLa,,48,248.6
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OCC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=NC=CC=C53,2,10.1039/c9sc05976h,,RPE-1,,4,>500
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OCC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=NC=CC=C53,2,10.1039/c9sc05976h,,RPE-1,,24,>500
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OCC1=CC2=NC3=C(N=C2C=C1)C4=CC=CN=C4C5=NC=CC=C53,2,10.1039/c9sc05976h,,RPE-1,,48,234.4
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=C1)=CC(C1=N2)=NC3=C2C4=C(C5=NC=CC=C53)N=CC=C4,2,10.1039/c6sc00387g,,HeLa,nucleus,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=C1)=CC(C1=N2)=NC3=C2C4=C(C5=NC=CC=C53)N=CC=C4,2,10.1039/c6sc00387g,,U2OS,nucleus,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=C1)=CC(C1=N2)=NC3=C2C4=C(C5=NC=CC=C53)N=CC=C4,2,10.1039/c6sc00387g,,CAL33,nucleus,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=C1)=CC(C1=N2)=NC3=C2C4=C(C5=NC=CC=C53)N=CC=C4,2,10.1039/c6sc00387g,,RPE-1,nucleus,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=C1)=CC(C1=N2)=NC3=C2C4=C(C5=NC=CC=C53)N=CC=C4,2,10.1039/c6sc00387g,,HeLa,mitochondria,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=C1)=CC(C1=N2)=NC3=C2C4=C(C5=NC=CC=C53)N=CC=C4,2,10.1039/c6sc00387g,,U2OS,mitochondria,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=C1)=CC(C1=N2)=NC3=C2C4=C(C5=NC=CC=C53)N=CC=C4,2,10.1039/c6sc00387g,,CAL33,mitochondria,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=C1)=CC(C1=N2)=NC3=C2C4=C(C5=NC=CC=C53)N=CC=C4,2,10.1039/c6sc00387g,,RPE-1,mitochondria,4,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,[O-]C(CC([O-])=O)=O,0,10.1002/cbic.202200398,1.300,CT-26,,4,5.63
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,[O-]C(CC([O-])=O)=O,0,10.1002/cbic.202200398,1.300,PC-3,,4,4.92
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,[O-]C(CC([O-])=O)=O,0,10.1002/cbic.202200398,1.300,RPE-1,,4,5.00
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,CC(/C=C([O-])/C)=O,1,10.1002/cbic.202200398,1.400,CT-26,mitochondria,4,0.41
