L1,L2,L3,Charge,DOI,Partition Coef logP,Cell Lines ,Localisation,Incubation Time (hours),IC50 (μM)
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,O=C1N(/N=C/C2=CC=C(N(C)C)C=C2)C(C3=CC=CC=C3)=NC4=CC=CC=C41,2,10.1080/00958972.2012.663082,,CEM,,72,2.100
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,O=C1N(/N=C/C2=CC=C(N(C)C)C=C2)C(C3=CC=CC=C3)=NC4=CC=CC=C41,2,10.1080/00958972.2012.663082,,L1210,,48,1.80
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,O=C1N(/N=C/C2=CC=C(N(C)C)C=C2)C(C3=CC=CC=C3)=NC4=CC=CC=C41,2,10.1080/00958972.2012.663082,,Molt-4-C8,,72,1.40
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,O=C1N(/N=C/C2=CC=C(N(C)C)C=C2)C(C3=CC=CC=C3)=NC4=CC=CC=C41,2,10.1080/00958972.2012.663082,,CEM,,72,1.0
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,NC(N/N=C/C1=CC=C([N+]([O-])=O)C=C1)=S,2,10.1080/00958972.2012.663082,,L1210,,48,0.58
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,NC(N/N=C/C1=CC=C([N+]([O-])=O)C=C1)=S,2,10.1080/00958972.2012.663082,,Molt-4-C8,,72,0.63
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,NC(N/N=C/C1=CC=C([N+]([O-])=O)C=C1)=S,2,10.1080/00958972.2012.663082,,CEM,,72,0.46
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(N/N=C/C1=CC=C([N+]([O-])=O)C=C1)=S,2,10.1080/00958972.2012.663082,,L1210,,48,0.82
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(N/N=C/C1=CC=C([N+]([O-])=O)C=C1)=S,2,10.1080/00958972.2012.663082,,Molt-4-C8,,72,0.94
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(N/N=C/C1=CC=C([N+]([O-])=O)C=C1)=S,2,10.1080/00958972.2012.663082,,CEM,,72,0.78
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,NC(N/N=C/C1=CC(OC)=C(OC)C(OC)=C1)=S,2,10.1080/00958972.2012.663082,,L1210,,48,0.47
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,NC(N/N=C/C1=CC(OC)=C(OC)C(OC)=C1)=S,2,10.1080/00958972.2012.663082,,Molt-4-C8,,72,0.52
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,NC(N/N=C/C1=CC(OC)=C(OC)C(OC)=C1)=S,2,10.1080/00958972.2012.663082,,CEM,,72,0.36
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(N/N=C/C1=CC(OC)=C(OC)C(OC)=C1)=S,2,10.1080/00958972.2012.663082,,L1210,,48,0.79
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(N/N=C/C1=CC(OC)=C(OC)C(OC)=C1)=S,2,10.1080/00958972.2012.663082,,Molt-4-C8,,72,0.82
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(N/N=C/C1=CC(OC)=C(OC)C(OC)=C1)=S,2,10.1080/00958972.2012.663082,,CEM,,72,0.48
CC1=CC=NC(C2=NC=CC(C)=C2)=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,O=[N+](C(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,A375,,48,37.2
CC1=CC=NC(C2=NC=CC(C)=C2)=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,O=[N+](C(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,HepG2,,48,47.3
CC1=CC=NC(C2=NC=CC(C)=C2)=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,O=[N+](C(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,SW620,,48,46.0
CC1=CC=NC(C2=NC=CC(C)=C2)=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,O=[N+](C(C=CC=C1)=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,A375,,48,78.3
CC1=CC=NC(C2=NC=CC(C)=C2)=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,O=[N+](C(C=CC=C1)=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,HepG2,,48,36.2
CC1=CC=NC(C2=NC=CC(C)=C2)=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,O=[N+](C(C=CC=C1)=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,SW620,,48,>200
CC1=CC=NC(C2=NC=CC(C)=C2)=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,O=[N+](C1=CC=CC(C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)=C1)[O-],2,10.1021/ic100277w,,A375,,48,36.3
CC1=CC=NC(C2=NC=CC(C)=C2)=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,O=[N+](C1=CC=CC(C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)=C1)[O-],2,10.1021/ic100277w,,HepG2,,48,35.4
CC1=CC=NC(C2=NC=CC(C)=C2)=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,O=[N+](C1=CC=CC(C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)=C1)[O-],2,10.1021/ic100277w,,SW620,,48,27.30
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,O=[N+](C(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,A375,,48,15.100
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,O=[N+](C(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,HepG2,,48,10.50
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,O=[N+](C(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,SW620,,48,>200
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,O=[N+](C(C=CC=C1)=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,A375,,48,67.8
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,O=[N+](C(C=CC=C1)=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,HepG2,,48,52.8
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,O=[N+](C(C=CC=C1)=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,SW620,,48,>200
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,O=[N+](C(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,A375,,48,17.40
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,O=[N+](C(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,HepG2,,48,10.50
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,O=[N+](C(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2)[O-],2,10.1021/ic100277w,,SW620,,48,37.10
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,COC(C=CC=C1)=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2,2,10.1021/ic100277w,,A375,,48,19.50
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,COC(C=CC=C1)=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2,2,10.1021/ic100277w,,HepG2,,48,14.50
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,COC(C=CC=C1)=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2,2,10.1021/ic100277w,,SW620,,48,58.9
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,COC(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2,2,10.1021/ic100277w,,A375,,48,5.90
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,COC(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2,2,10.1021/ic100277w,,HepG2,,48,7.200
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,COC(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2,2,10.1021/ic100277w,,SW620,,48,13.60
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,COC(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2,2,10.1021/ic100277w,,H268,,48,33.3
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,COC(C=C1)=CC=C1C2=NC3=C4C(N=CC=C4)=C5C(C=CC=N5)=C3N2,2,10.1021/ic100277w,,HK2,,48,57.80
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[O-]C(C1=NC2=CC=CC=C2C=C1)=O,1,10.1155/2017/2562780,,HepG2,,24,11.80
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[O-]C(C1=NC2=CC=CC=C2C=C1)=O,1,10.1155/2017/2562780,,MCF.7,,24,14.20
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[O-]C(C1=NC2=CC=CC=C2C=C1)=O,1,10.1155/2017/2562780,,MO59J,,24,13.0
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[O-]C(C1=NC2=CC=CC=C2C=C1)=O,1,10.1155/2017/2562780,,GM07492A,,24,11.0
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[O-]C(C1=NC2=CC=CC=C2C(O)=C1)=O,1,10.1155/2017/2562780,,HepG2,,24,31.0
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[O-]C(C1=NC2=CC=CC=C2C(O)=C1)=O,1,10.1155/2017/2562780,,MCF.7,,24,162.0
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[O-]C(C1=NC2=CC=CC=C2C(O)=C1)=O,1,10.1155/2017/2562780,,MO59J,,24,44.0
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[O-]C(C1=NC2=CC=CC=C2C(O)=C1)=O,1,10.1155/2017/2562780,,GM07492A,,24,45.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=CC=CC=N2)=NN=C(C3=CC=CC=N3)N=N1,2,10.1039/C6DT03591D,,A2780,,72,17.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=CC=CC=N2)=NN=C(C3=CC=CC=N3)N=N1,2,10.1039/C6DT03591D,,MCF.7,,72,25.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=CC=CC=N2)=NN=C(C3=CC=CC=N3)N=N1,2,10.1039/C6DT03591D,,HCT116,,72,>100
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,CN(C)/N=C/C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC=C1,2,10.1039/C6DT03591D,,A2780,,72,23.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,CN(C)/N=C/C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC=C1,2,10.1039/C6DT03591D,,MCF.7,,72,29.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,CN(C)/N=C/C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC=C1,2,10.1039/C6DT03591D,,HCT116,,72,68.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C=C(CP(C1=CC=CC=C1)C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,2,10.1039/C6DT03591D,,A2780,,72,7.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C=C(CP(C1=CC=CC=C1)C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,2,10.1039/C6DT03591D,,MCF.7,,72,19.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C=C(CP(C1=CC=CC=C1)C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,2,10.1039/C6DT03591D,,HCT116,,72,75.0
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,2,10.1039/C9SC05671H,,MCF.7,,,86.7
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,2,10.1039/C9SC05671H,,H358,,,>50
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,2,10.1039/C9SC05671H,,MCF.10,,,>50
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,2,10.1039/C9SC05671H,,HUVEC,,,92.0
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1039/C9SC05671H,,MCF.7,cytoskeleton,,1.70
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1039/C9SC05671H,,H358,cytoskeleton,,1.50
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1039/C9SC05671H,,MCF.10,cytoskeleton,,1.50
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1039/C9SC05671H,,HUVEC,cytoskeleton,,2.80
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,AGS,,24,>100
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,BGC82,,24,>100
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,SGC-7901,,24,>100
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,AGS,,48,27.91
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,BGC82,,48,91.84
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,SGC-7901,,48,87.78
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,AGS,,72,9.82
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,BGC82,,72,25.0100
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,SGC-7901,,72,37.37
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,AGS,,96,9.53
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,BGC82,,96,19.43
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,SGC-7901,,96,36.87
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,AGS,,120,8.33
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,BGC82,,120,14.74
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,NC(C=C1)=CC=C1/N=N/C(C=C2)=CC=C2/N=C/C3=NC=CC=C3,2,10.1039/C4RA12715C,,SGC-7901,,120,30.83
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[S-]C1=NC=CC=N1,1,10.1039/C8DT03738H,,HaCat,,48,0.78
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[S-]C1=NC=CC=N1,1,10.1039/C8DT03738H,,A549,,48,0.08
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,[S-]C1=NC=CC=N1,1,10.1039/C8DT03738H,,MD-MBA-231,,48,0.075
P(C1=CC=CC=C1)(C2=CC=CC=C2)CCP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CCP(C3=CC=CC=C3)C4=CC=CC=C4,[S-]C1=NC=CC=N1,1,10.1039/C8DT03738H,,HaCat,,48,0.67
P(C1=CC=CC=C1)(C2=CC=CC=C2)CCP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CCP(C3=CC=CC=C3)C4=CC=CC=C4,[S-]C1=NC=CC=N1,1,10.1039/C8DT03738H,,A549,,48,0.14
P(C1=CC=CC=C1)(C2=CC=CC=C2)CCP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CCP(C3=CC=CC=C3)C4=CC=CC=C4,[S-]C1=NC=CC=N1,1,10.1039/C8DT03738H,,MD-MBA-231,,48,0.21
P(C1=CC=CC=C1)(C2=CC=CC=C2)CCCP(C3=CC=CC=C3)C4=CC=CC=C4,[S-]C1=NC=CC=N1,[S-]C1=NC=CC=N1,0,10.1039/C8DT03738H,,A549,,48,>6
P(C1=CC=CC=C1)(C2=CC=CC=C2)CCCP(C3=CC=CC=C3)C4=CC=CC=C4,[S-]C1=NC=CC=N1,[S-]C1=NC=CC=N1,0,10.1039/C8DT03738H,,MD-MBA-231,,48,>6
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,O=C([O-])C1=CC(O)=C(OC)C=C1,1,10.1038/s41598-020-72420-w,,A549,,24,3.80
P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CP(C3=CC=CC=C3)C4=CC=CC=C4,O=C([O-])C1=CC(O)=C(OC)C=C1,1,10.1038/s41598-020-72420-w,,BEAS,,24,40.3
C1(C=CC=C2)=C2N=C(C3=NC(C=CC=C4)=C4C=C3)C=C1,C1(C=CC=C2)=C2N=C(C3=NC(C=CC=C4)=C4C=C3)C=C1,O=C(NCCCCCC(N[C@@](C(C)C)(C(N[C@@](CCC(N)=O)(C(N[C@@](CCCNC(N)=N)(C(N[C@@](CCCCN)(C(N[C@@](CCCNC(N)=N)(C(N[C@@](CCC(N)=O)(C(N[C@@](CCCCN)(C(N[C@@](CC(C)C)(C(N[C@@](CCSC)(C(N1[C@@](CCC1)(C(O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)C(C=C2)=CC=C2C3=NC(N=N3)C4=CC=CC=N4,5,10.1016/j.jinorgbio.2020.111032,,CHO,,24,15.0
C1(C=CC=C2)=C2N=C(C3=NC(C=CC=C4)=C4C=C3)C=C1,C1(C=CC=C2)=C2N=C(C3=NC(C=CC=C4)=C4C=C3)C=C1,O=C(NCCCCCC(N[C@@](C(C)C)(C(N[C@@](CCC(N)=O)(C(N[C@@](CCCNC(N)=N)(C(N[C@@](CCCCN)(C(N[C@@](CCCNC(N)=N)(C(N[C@@](CCC(N)=O)(C(N[C@@](CCCCN)(C(N[C@@](CC(C)C)(C(N[C@@](CCSC)(C(N1[C@@](CCC1)(C(O)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)C(C=C2)=CC=C2C3=NC(N=N3)C4=CC=CC=N4,5,10.1016/j.jinorgbio.2020.111032,,HeLa,,24,1.0
C1(C=CC=C2)=C2N=C(C3=NC(C=CC=C4)=C4C=C3)C=C1,C1(C=CC=C2)=C2N=C(C3=NC(C=CC=C4)=C4C=C3)C=C1,O=C(NCCCCCC(N[C@@](Cc1ccccc1)(C(N[C@](CCCNC(N)=N)(C(N[C@@](Cc2ccccc2)(C(N[C@@](CCCCN)(C(N[C@@](Cc3ccccc3)(C(N[C@](CCCNC(N)=N)(C(N[C@@](Cc4ccccc4)(C(N[C@@](CCCCN)(C(N)=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)[H])=O)C(C=C5)=CC=C5C6=NC(N=N6)C7=CC=CC=N7,4,10.1016/j.jinorgbio.2020.111032,,CHO,,24,5.0
